,2_pointers,2_pointers_attempted,2pt_percentage,3_pointers,3_pointers_attempted,3pt_percentage,age,assists,blocks,defensive_rebounds,effective_field_goal_percentage,field_goal_percentage,field_goals,field_goals_attempted,free_throw_percentage,free_throws,free_throws_attempted,games,games_start,minutes_played,name,offensive_rebounds,personal_fouls,points,position,season,steals,team,total_rebounds,turnovers
442,4.4,8.4,.522,1.6,4.0,.391,27,0.9,1.6,5.2,.543,.480,6.0,12.4,.856,1.4,1.6,79,79,30.7,Serge Ibaka,1.6,2.7,14.8,PF,2016-17,0.5,traded,6.8,1.3
443,3.6,6.4,.559,1.4,3.9,.360,28,0.8,1.3,5.3,.552,.483,5.0,10.3,.797,1.2,1.6,76,76,27.5,Serge Ibaka,1.0,2.8,12.6,PF,2017-18,0.4,TOR,6.3,1.2
444,5.6,9.6,.586,0.7,2.3,.290,29,1.3,1.4,6.0,.557,.529,6.3,11.9,.763,1.8,2.4,74,51,27.2,Serge Ibaka,2.1,2.9,15.0,C,2018-19,0.4,TOR,8.1,1.5
445,2.3,4.4,.514,0.7,2.3,.324,23,1.1,0.2,1.9,.504,.449,3.0,6.7,.792,1.7,2.1,76,18,18.0,Norman Powell,0.3,1.7,8.4,SG,2016-17,0.7,TOR,2.2,0.9
446,1.4,2.7,.516,0.8,2.7,.285,24,1.3,0.2,1.5,.472,.401,2.1,5.3,.821,0.5,0.6,70,18,15.2,Norman Powell,0.2,1.6,5.5,SG,2017-18,0.5,TOR,1.7,0.9
447,2.1,3.8,.543,1.1,2.8,.400,25,1.5,0.2,2.1,.568,.483,3.2,6.7,.827,1.0,1.3,60,3,18.8,Norman Powell,0.3,1.6,8.6,SG,2018-19,0.7,TOR,2.3,1.1
448,0.8,2.2,.341,0.3,0.8,.379,22,0.9,0.1,1.0,.401,.351,1.1,3.0,.818,0.5,0.6,37,0,7.9,Fred VanVleet,0.1,1.0,2.9,PG,2016-17,0.4,TOR,1.1,0.4
449,1.6,3.7,.437,1.4,3.4,.414,23,3.2,0.3,2.1,.525,.426,3.1,7.2,.832,1.1,1.3,76,0,20.0,Fred VanVleet,0.3,1.7,8.6,PG,2017-18,0.9,TOR,2.4,1.0
450,2.1,4.8,.441,1.8,4.6,.378,24,4.8,0.3,2.3,.503,.410,3.8,9.4,.843,1.5,1.8,64,28,27.5,Fred VanVleet,0.3,1.7,11.0,PG,2018-19,0.9,TOR,2.6,1.3
451,0.3,0.5,.714,0.5,1.4,.381,24,0.2,0.1,0.7,.607,.464,0.9,1.9,1.000,0.3,0.3,15,4,8.4,Malcolm Miller,0.3,0.7,2.5,SF,2017-18,0.1,TOR,1.0,0.3
452,0.1,0.5,.200,1.0,2.1,.476,25,0.1,0.1,0.4,.615,.423,1.1,2.6,.750,0.3,0.4,10,0,6.7,Malcolm Miller,0.1,0.5,3.5,SF,2018-19,0.1,TOR,0.5,0.1
453,0.0,0.0,,0.0,1.0,.000,25,0.0,0.0,1.0,.000,.000,0.0,1.0,,0.0,0.0,1,0,1.0,Chris Boucher,0.0,0.0,0.0,PF,2017-18,0.0,GSW,1.0,0.0
454,0.8,1.4,.564,0.4,1.3,.324,26,0.1,0.9,1.4,.526,.447,1.2,2.7,.867,0.5,0.5,28,0,5.8,Chris Boucher,0.6,1.1,3.3,PF,2018-19,0.2,TOR,2.0,0.3
455,0.3,0.8,.400,0.3,0.7,.500,25,0.5,0.0,0.7,.556,.444,0.7,1.5,.818,0.8,0.9,12,0,4.6,Jordan Loyd,0.1,0.4,2.4,PG,2018-19,0.0,TOR,0.8,0.2
456,0.9,1.7,.533,0.6,1.7,.333,21,1.1,0.2,1.1,.516,.433,1.5,3.5,.784,0.4,0.5,71,20,15.1,Patrick McCaw,0.3,0.9,4.0,SG,2016-17,0.5,GSW,1.4,0.5
457,1.3,2.5,.503,0.3,1.4,.238,22,1.4,0.2,1.2,.451,.409,1.6,3.9,.765,0.5,0.6,57,10,16.9,Patrick McCaw,0.3,1.2,4.0,SG,2017-18,0.8,GSW,1.4,0.7
458,0.6,1.2,.486,0.3,1.0,.321,23,1.0,0.1,1.4,.484,.413,0.9,2.2,.867,0.4,0.5,29,1,13.7,Patrick McCaw,0.2,1.3,2.6,SG,2018-19,0.8,traded,1.7,0.6
459,1.1,2.7,.398,0.6,2.0,.292,20,1.4,0.3,2.0,.415,.353,1.7,4.7,.679,0.5,0.7,77,1,17.8,Stanley Johnson,0.5,1.6,4.4,SF,2016-17,0.7,DET,2.5,0.9
460,2.1,4.7,.439,1.0,3.4,.286,21,1.6,0.2,3.2,.435,.375,3.0,8.1,.772,1.6,2.1,69,50,27.4,Stanley Johnson,0.5,2.4,8.7,SF,2017-18,1.4,DET,3.7,1.1
461,1.7,3.4,.484,0.9,3.3,.288,22,1.3,0.2,2.8,.459,.389,2.6,6.7,.781,0.8,1.0,66,7,18.3,Stanley Johnson,0.5,1.7,6.9,SF,2018-19,0.9,traded,3.3,1.2
462,2.8,6.1,.463,0.2,0.9,.224,22,2.0,0.6,4.6,.447,.434,3.0,6.9,.751,2.4,3.2,78,50,22.6,Rondae Hollis-Jefferson,1.2,2.3,8.7,SF,2016-17,1.1,BRK,5.8,1.5
463,4.8,9.9,.491,0.2,0.8,.241,23,2.5,0.7,5.3,.481,.472,5.0,10.6,.788,3.7,4.6,68,59,28.2,Rondae Hollis-Jefferson,1.5,2.1,13.9,SF,2017-18,1.0,BRK,6.8,1.8
464,3.2,7.4,.436,0.2,0.8,.184,24,1.6,0.5,3.8,.420,.411,3.4,8.3,.645,2.0,3.1,59,21,20.9,Rondae Hollis-Jefferson,1.4,1.8,8.9,SF,2018-19,0.7,BRK,5.3,1.2
465,5.1,7.7,.662,0.0,0.0,0,24,1.2,2.6,8.9,.661,.661,5.1,7.7,.653,3.8,5.9,81,81,33.9,Rudy Gobert,3.9,3.0,14.0,C,2016-17,0.6,UTA,12.8,1.8
466,4.9,7.9,.622,0.0,0.0,0,25,1.4,2.3,7.8,.622,.622,4.9,7.9,.682,3.6,5.3,56,56,32.4,Rudy Gobert,2.9,2.7,13.5,C,2017-18,0.8,UTA,10.7,1.9
467,5.9,8.8,.669,0.0,0.0,0,26,2.0,2.3,9.0,.669,.669,5.9,8.8,.636,4.1,6.4,81,80,31.8,Rudy Gobert,3.8,2.9,15.9,C,2018-19,0.8,UTA,12.9,1.6
468,4.2,8.6,.497,2.5,6.1,.408,29,6.3,0.3,3.0,.545,.460,6.7,14.6,.859,4.6,5.3,69,68,33.2,Mike Conley,0.4,1.8,20.5,PG,2016-17,1.3,MEM,3.5,2.3
469,3.3,7.6,.440,2.0,6.4,.312,30,4.1,0.3,2.3,.452,.381,5.3,14.0,.803,4.4,5.5,12,12,31.1,Mike Conley,0.0,2.0,17.1,PG,2017-18,1.0,MEM,2.3,1.5
470,4.8,9.9,.483,2.2,6.1,.364,31,6.4,0.3,2.8,.507,.438,7.0,16.0,.845,4.9,5.8,70,70,33.5,Mike Conley,0.6,1.8,21.1,PG,2018-19,1.3,MEM,3.4,1.9
471,5.2,10.3,.502,2.4,7.0,.340,21,3.7,0.3,3.1,.506,.437,7.5,17.2,.805,3.0,3.8,79,71,33.4,Donovan Mitchell,0.7,2.7,20.5,SG,2017-18,1.5,UTA,3.7,2.7
472,6.1,13.1,.468,2.4,6.7,.362,22,4.2,0.4,3.3,.493,.432,8.6,19.9,.806,4.1,5.1,77,77,33.7,Donovan Mitchell,0.8,2.7,23.8,SG,2018-19,1.4,UTA,4.1,2.8
473,0.3,1.1,.300,0.0,0.1,.000,20,0.1,0.0,0.8,.273,.273,0.3,1.2,1.000,0.2,0.2,9,0,3.2,Tony Bradley,0.4,0.1,0.9,C,2017-18,0.0,UTA,1.2,0.0
474,2.7,5.3,.500,0.0,0.0,0,21,0.3,0.7,2.0,.500,.500,2.7,5.3,.500,0.3,0.7,3,0,12.0,Tony Bradley,3.0,2.0,5.7,C,2018-19,0.7,UTA,5.0,1.0
475,1.1,2.4,.470,0.6,1.7,.356,24,1.4,0.2,3.1,.496,.423,1.7,4.1,.803,0.9,1.1,69,4,16.7,Royce O'Neale,0.4,1.5,5.0,SF,2017-18,0.5,UTA,3.4,0.8
476,1.2,2.0,.569,0.8,2.1,.386,25,1.5,0.3,3.2,.574,.475,2.0,4.2,.762,0.4,0.5,82,16,20.4,Royce O'Neale,0.3,2.1,5.2,SF,2018-19,0.7,UTA,3.5,0.9
477,1.0,2.1,.471,1.5,3.4,.441,29,2.7,0.1,2.9,.589,.452,2.5,5.5,.735,0.6,0.8,82,26,24.0,Joe Ingles,0.3,2.0,7.1,SF,2016-17,1.2,UTA,3.2,1.3
478,1.6,3.1,.516,2.5,5.7,.440,30,4.8,0.2,3.9,.609,.467,4.1,8.8,.795,0.8,1.0,82,81,31.4,Joe Ingles,0.3,2.2,11.5,SF,2017-18,1.1,UTA,4.2,1.9
479,2.1,3.9,.533,2.3,5.9,.391,31,5.7,0.2,3.6,.565,.448,4.4,9.8,.707,1.1,1.5,82,82,31.3,Joe Ingles,0.4,2.2,12.1,PF,2018-19,1.2,UTA,4.0,2.4
480,1.7,3.2,.519,0.7,2.3,.295,21,1.7,0.2,1.5,.488,.427,2.3,5.5,.795,0.9,1.1,66,26,18.6,Dante Exum,0.5,2.2,6.2,PG,2016-17,0.3,UTA,2.0,1.2
481,2.6,4.9,.536,0.4,1.3,.278,22,3.1,0.2,1.6,.511,.483,3.0,6.2,.806,1.8,2.2,14,0,16.8,Dante Exum,0.3,1.4,8.1,PG,2017-18,0.6,UTA,1.9,1.4
482,2.0,4.3,.464,0.4,1.5,.290,23,2.6,0.1,1.2,.456,.419,2.4,5.7,.791,1.6,2.0,42,1,15.8,Dante Exum,0.4,1.6,6.9,PG,2018-19,0.3,UTA,1.6,1.2
483,0.3,1.0,.333,0.0,0.5,.083,23,0.2,0.0,0.7,.264,.250,0.4,1.6,1.000,0.1,0.1,23,0,4.0,Georges Niang,0.1,0.3,0.9,PF,2016-17,0.1,IND,0.7,0.2
484,0.4,0.8,.571,0.0,0.4,.000,24,0.3,0.0,0.7,.364,.364,0.4,1.2,.500,0.1,0.2,9,0,3.6,Georges Niang,0.3,0.1,1.0,PF,2017-18,0.2,UTA,1.0,0.3
485,0.7,1.3,.566,0.7,1.8,.410,25,0.6,0.1,1.3,.594,.475,1.5,3.1,.833,0.3,0.4,59,0,8.7,Georges Niang,0.2,1.0,4.0,PF,2018-19,0.2,UTA,1.5,0.4
486,2.9,5.6,.512,1.8,4.8,.367,27,1.4,0.1,3.0,.530,.445,4.6,10.4,.893,2.7,3.0,81,54,25.7,Bojan Bogdanović,0.5,1.8,13.7,SF,2016-17,0.4,traded,3.4,1.6
487,3.1,5.8,.534,1.9,4.8,.402,28,1.5,0.1,3.0,.565,.474,5.1,10.7,.868,2.2,2.6,80,80,30.8,Bojan Bogdanović,0.4,1.6,14.3,SF,2017-18,0.7,IND,3.4,1.3
488,4.4,8.2,.538,2.0,4.8,.425,29,2.0,0.0,3.7,.575,.497,6.4,13.0,.807,3.0,3.8,81,81,31.8,Bojan Bogdanović,0.4,1.7,18.0,SF,2018-19,0.9,IND,4.1,1.7
489,2.1,3.6,.586,0.0,0.0,0,30,0.6,0.8,3.3,.586,.586,2.1,3.6,.573,1.4,2.4,31,0,17.9,Ian Mahinmi,1.5,2.9,5.6,C,2016-17,1.1,WAS,4.8,1.1
490,1.8,3.2,.561,0.0,0.0,0,31,0.7,0.5,2.3,.556,.556,1.8,3.2,.703,1.2,1.7,77,0,14.9,Ian Mahinmi,1.8,3.0,4.8,C,2017-18,0.5,WAS,4.1,1.3
491,1.3,2.6,.500,0.1,0.5,.188,32,0.7,0.5,2.4,.466,.452,1.4,3.1,.689,1.2,1.8,34,6,14.6,Ian Mahinmi,1.4,2.5,4.1,C,2018-19,0.7,WAS,3.8,0.6
492,5.4,10.0,.538,2.9,7.2,.404,23,3.5,0.3,2.4,.566,.482,8.3,17.2,.825,3.7,4.4,77,77,34.9,Bradley Beal,0.7,2.2,23.1,SG,2016-17,1.1,WAS,3.1,2.0
493,5.9,11.6,.507,2.4,6.5,.375,24,4.5,0.4,3.7,.527,.460,8.3,18.1,.791,3.6,4.5,82,82,36.3,Bradley Beal,0.7,2.0,22.6,SG,2017-18,1.2,WAS,4.4,2.6
494,6.8,12.4,.548,2.5,7.3,.351,25,5.5,0.7,3.9,.540,.475,9.3,19.6,.808,4.4,5.5,82,82,36.9,Bradley Beal,1.1,2.8,25.6,SG,2018-19,1.5,WAS,5.0,2.7
495,1.5,3.1,.471,2.2,5.4,.413,29,0.6,0.3,2.6,.565,.434,3.7,8.5,.903,1.1,1.2,76,29,23.4,C.J. Miles,0.4,2.0,10.7,SF,2016-17,0.6,IND,3.0,0.5
496,0.9,2.1,.434,2.3,6.5,.361,30,0.8,0.3,1.9,.516,.379,3.2,8.6,.835,1.2,1.4,70,3,19.1,C.J. Miles,0.3,1.9,10.0,SF,2017-18,0.5,TOR,2.2,0.6
497,0.8,2.0,.417,1.3,3.8,.330,31,0.7,0.3,1.5,.468,.360,2.1,5.9,.828,0.9,1.1,53,1,16.2,C.J. Miles,0.2,1.5,6.4,SF,2018-19,0.5,traded,1.8,0.6
498,7.2,14.9,.480,1.1,3.5,.327,26,10.7,0.6,3.4,.482,.451,8.3,18.4,.801,5.4,6.8,78,78,36.4,John Wall,0.8,1.9,23.1,PG,2016-17,2.0,WAS,4.2,4.1
499,5.3,12.2,.436,1.5,4.1,.371,27,9.6,1.1,3.1,.466,.420,6.8,16.3,.726,4.3,5.9,41,41,34.4,John Wall,0.5,2.0,19.4,PG,2017-18,1.4,WAS,3.7,3.9
500,6.1,12.0,.507,1.6,5.3,.302,28,8.7,0.9,3.2,.490,.444,7.7,17.3,.697,3.8,5.5,32,32,34.5,John Wall,0.5,2.2,20.7,PG,2018-19,1.5,WAS,3.6,3.8
501,1.1,2.2,.521,0.5,1.8,.286,21,0.6,0.3,1.6,.480,.415,1.7,4.0,.811,1.0,1.2,43,5,10.4,Moritz Wagner,0.4,1.3,4.8,C,2018-19,0.3,LAL,2.0,0.9
502,1.4,3.2,.455,0.4,1.3,.319,19,1.5,0.1,2.1,.462,.415,1.9,4.5,.681,0.6,0.9,52,10,14.0,Troy Brown Jr.,0.7,1.1,4.8,SF,2018-19,0.4,WAS,2.8,0.6
503,0.2,1.1,.200,0.0,0.4,.000,19,0.7,0.2,0.7,.152,.152,0.2,1.5,.600,0.4,0.7,22,0,5.5,Isaac Bonga,0.4,0.4,0.9,PG,2018-19,0.4,LAL,1.1,0.3
504,0.5,0.9,.557,1.0,2.6,.399,24,0.7,0.4,1.1,.588,.440,1.5,3.5,.824,0.4,0.5,67,6,12.1,Dāvis Bertāns,0.3,1.1,4.5,PF,2016-17,0.3,SAS,1.5,0.5
505,0.9,1.5,.588,1.2,3.3,.373,25,1.0,0.4,1.8,.568,.440,2.1,4.8,.816,0.5,0.6,77,10,14.1,Dāvis Bertāns,0.2,1.2,5.9,PF,2017-18,0.3,SAS,2.0,0.5
506,0.8,1.5,.513,1.9,4.4,.429,26,1.3,0.4,3.2,.610,.450,2.7,6.0,.883,0.7,0.8,76,12,21.5,Dāvis Bertāns,0.3,1.8,8.0,PF,2018-19,0.5,SAS,3.5,0.6
507,1.7,3.8,.435,0.3,1.7,.200,23,2.2,0.8,5.5,.394,.364,2.0,5.5,.500,0.2,0.3,6,2,23.8,Jemerrio Jones,2.7,1.7,4.5,SF,2018-19,1.2,LAL,8.2,0.8
508,1.1,2.5,.429,0.5,1.0,.455,24,1.1,0.0,0.7,.500,.436,1.5,3.5,.750,1.0,1.3,22,1,8.9,Jordan McRae,0.2,0.8,4.5,PG,2015-16,0.1,traded,0.9,0.7
509,1.1,2.7,.404,0.5,1.4,.353,25,0.5,0.2,0.9,.447,.387,1.6,4.1,.794,0.7,0.9,37,4,10.4,Jordan McRae,0.2,0.8,4.4,SG,2016-17,0.2,CLE,1.1,0.4
510,1.9,3.5,.537,0.4,1.3,.286,27,1.1,0.3,1.3,.508,.469,2.3,4.8,.800,1.0,1.3,27,0,12.3,Jordan McRae,0.2,1.0,5.9,SG,2018-19,0.5,WAS,1.5,0.6
511,0.5,0.7,.636,0.1,0.7,.100,20,0.4,0.1,0.9,.405,.381,0.5,1.4,.556,0.3,0.6,15,0,4.8,Thomas Bryant,0.2,0.4,1.5,C,2017-18,0.1,LAL,1.1,0.1
512,3.8,5.6,.685,0.5,1.4,.333,21,1.3,0.9,4.7,.648,.616,4.3,7.0,.781,1.5,1.9,72,53,20.8,Thomas Bryant,1.6,1.8,10.5,C,2018-19,0.3,WAS,6.3,0.8
513,3.7,8.0,.467,0.3,1.3,.267,28,5.2,0.4,2.6,.458,.439,4.1,9.2,.706,0.9,1.3,81,32,24.1,Ish Smith,0.3,1.6,9.4,PG,2016-17,0.8,DET,2.9,1.4
514,4.3,8.5,.506,0.4,1.2,.347,29,4.4,0.2,2.4,.507,.486,4.7,9.8,.698,1.0,1.4,82,35,24.9,Ish Smith,0.3,1.7,10.9,PG,2017-18,0.8,DET,2.7,1.3
515,2.9,6.3,.455,0.8,2.4,.326,30,3.6,0.2,2.2,.464,.419,3.7,8.7,.758,0.8,1.1,56,0,22.3,Ish Smith,0.4,1.9,8.9,PG,2018-19,0.5,DET,2.6,1.1
516,5.8,10.9,.528,3.2,8.5,.379,27,5.9,0.2,2.1,.546,.463,9.0,19.4,.909,7.8,8.5,76,76,33.8,Isaiah Thomas,0.6,2.2,28.9,PG,2016-17,0.9,BOS,2.7,2.8
517,3.2,7.3,.438,1.7,5.9,.293,28,4.8,0.1,1.6,.438,.373,4.9,13.2,.893,3.7,4.1,32,15,26.9,Isaiah Thomas,0.5,1.8,15.2,PG,2017-18,0.5,traded,2.1,3.0
518,1.8,4.7,.393,1.0,3.6,.279,29,1.9,0.1,0.7,.404,.343,2.8,8.3,.630,1.4,2.3,12,0,15.1,Isaiah Thomas,0.4,1.4,8.1,SG,2018-19,0.4,DEN,1.1,1.5
519,1.4,3.1,.443,0.6,1.7,.324,22,0.9,0.5,2.2,.458,.400,1.9,4.8,.787,1.3,1.6,59,10,16.6,Taurean Prince,0.4,1.6,5.7,SF,2016-17,0.7,ATL,2.7,1.0
520,2.9,6.3,.461,2.1,5.6,.385,23,2.6,0.5,4.1,.516,.426,5.1,11.9,.844,1.9,2.2,82,82,30.0,Taurean Prince,0.6,2.0,14.1,SF,2017-18,1.0,ATL,4.7,2.3
521,2.5,5.1,.498,2.2,5.7,.390,24,2.1,0.3,3.2,.545,.441,4.8,10.8,.819,1.7,2.1,55,47,28.2,Taurean Prince,0.4,2.6,13.5,SF,2018-19,1.0,ATL,3.6,1.8
522,2.0,3.4,.571,1.0,3.2,.321,22,1.9,0.1,2.9,.528,.450,3.0,6.7,.720,1.2,1.6,57,26,21.7,Caris LeVert,0.4,1.6,8.2,SF,2016-17,0.9,BRK,3.3,1.0
523,3.3,6.9,.480,1.2,3.5,.347,23,4.2,0.3,2.9,.493,.435,4.5,10.4,.711,1.9,2.6,71,10,26.3,Caris LeVert,0.7,2.2,12.1,SF,2017-18,1.2,BRK,3.7,2.2
524,4.0,8.2,.483,1.2,3.9,.312,24,3.9,0.4,2.9,.478,.429,5.2,12.1,.691,2.1,3.1,40,25,26.6,Caris LeVert,0.9,1.9,13.7,SF,2018-19,1.1,BRK,3.8,1.7
525,3.2,5.3,.599,0.1,0.2,.333,19,0.7,1.2,3.4,.596,.589,3.3,5.5,.776,1.6,2.0,72,31,20.0,Jarrett Allen,2.0,2.0,8.2,C,2017-18,0.4,BRK,5.4,1.1
526,4.1,6.5,.629,0.1,0.6,.133,20,1.4,1.5,6.0,.595,.590,4.2,7.1,.709,2.5,3.5,80,80,26.2,Jarrett Allen,2.4,2.3,10.9,C,2018-19,0.5,BRK,8.4,1.3
527,0.9,1.3,.667,0.1,1.1,.100,19,0.2,0.0,0.4,.432,.409,1.0,2.4,.000,0.0,0.2,9,0,4.3,Džanan Musa,0.1,0.1,2.1,SG,2018-19,0.2,BRK,0.6,0.4
528,2.3,4.2,.543,0.9,2.9,.315,20,0.8,0.4,3.0,.514,.450,3.2,7.1,.783,1.1,1.5,63,46,20.5,Rodions Kurucs,0.9,2.3,8.5,SF,2018-19,0.7,BRK,3.9,1.2
529,1.3,2.7,.489,1.6,4.3,.385,25,1.0,0.2,2.5,.543,.425,3.0,7.0,.714,0.7,0.9,52,11,21.9,Joe Harris,0.3,2.3,8.2,SG,2016-17,0.6,BRK,2.8,1.1
530,2.0,3.4,.589,1.9,4.6,.419,26,1.6,0.3,2.7,.612,.491,3.9,8.0,.827,1.1,1.3,78,14,25.3,Joe Harris,0.7,2.0,10.8,SG,2017-18,0.4,BRK,3.3,1.2
531,2.5,4.8,.528,2.4,5.1,.474,27,2.4,0.2,3.1,.622,.500,4.9,9.8,.827,1.4,1.8,76,76,30.2,Joe Harris,0.7,2.4,13.7,SG,2018-19,0.5,BRK,3.8,1.6
532,1.6,3.4,.478,0.6,1.7,.376,23,3.1,0.4,2.3,.507,.444,2.3,5.1,.792,2.1,2.7,59,18,22.6,Spencer Dinwiddie,0.5,2.0,7.3,PG,2016-17,0.7,BRK,2.8,1.1
533,2.3,5.1,.452,1.8,5.4,.326,24,6.6,0.3,2.7,.471,.387,4.1,10.5,.813,2.7,3.4,80,58,28.8,Spencer Dinwiddie,0.5,2.3,12.6,PG,2017-18,0.9,BRK,3.2,1.6
534,3.6,6.7,.528,1.8,5.4,.335,25,4.6,0.3,2.1,.517,.442,5.4,12.2,.806,4.2,5.2,68,4,28.1,Spencer Dinwiddie,0.4,2.8,16.8,PG,2018-19,0.6,BRK,2.4,2.2
535,7.0,11.5,.608,1.9,5.0,.375,28,4.8,1.6,7.6,.594,.537,8.9,16.5,.875,5.4,6.2,62,62,33.4,Kevin Durant,0.6,1.9,25.1,PF,2016-17,1.1,GSW,8.3,2.2
536,6.7,11.9,.565,2.5,6.1,.419,29,5.4,1.8,6.4,.586,.516,9.3,18.0,.889,5.3,5.9,68,68,34.2,Kevin Durant,0.5,2.0,26.4,SF,2017-18,0.7,GSW,6.8,3.0
537,7.5,12.8,.587,1.8,5.0,.353,30,5.9,1.1,5.9,.571,.521,9.2,17.7,.885,5.7,6.5,78,78,34.6,Kevin Durant,0.4,2.0,26.0,SF,2018-19,0.7,GSW,6.4,2.9
538,5.1,7.1,.717,0.0,0.0,0,28,1.2,1.7,10.1,.714,.714,5.1,7.1,.482,2.5,5.2,81,81,31.7,DeAndre Jordan,3.7,2.6,12.7,C,2016-17,0.6,LAC,13.8,1.4
539,4.8,7.5,.645,0.0,0.0,0,29,1.5,0.9,10.9,.645,.645,4.8,7.5,.580,2.4,4.1,77,77,31.5,DeAndre Jordan,4.3,2.6,12.0,C,2017-18,0.5,LAC,15.2,1.8
540,4.1,6.5,.641,0.0,0.0,0,30,2.3,1.1,9.8,.641,.641,4.1,6.5,.705,2.7,3.8,69,69,29.7,DeAndre Jordan,3.3,2.4,11.0,C,2018-19,0.6,traded,13.1,2.2
541,6.9,13.6,.505,2.5,6.1,.401,24,5.8,0.3,2.5,.535,.473,9.3,19.7,.905,4.1,4.6,72,72,35.1,Kyrie Irving,0.7,2.2,25.2,PG,2016-17,1.2,CLE,3.2,2.5
542,6.1,11.3,.541,2.8,6.8,.408,25,5.1,0.3,3.2,.568,.491,8.9,18.1,.889,3.9,4.4,60,60,32.2,Kyrie Irving,0.6,2.0,24.4,PG,2017-18,1.1,BOS,3.8,2.3
543,6.4,12.0,.533,2.6,6.5,.401,26,6.9,0.5,3.9,.557,.487,9.0,18.5,.873,3.2,3.7,67,67,33.0,Kyrie Irving,1.1,2.5,23.8,PG,2018-19,1.5,BOS,5.0,2.6
544,4.5,8.6,.527,1.5,4.6,.337,29,2.0,0.4,5.0,.520,.461,6.1,13.2,.727,2.0,2.7,71,33,30.9,Wilson Chandler,1.5,2.4,15.7,SF,2016-17,0.7,DEN,6.5,1.6
545,2.6,5.2,.501,1.2,3.3,.358,30,2.1,0.5,4.0,.515,.445,3.8,8.5,.772,1.2,1.5,74,71,31.7,Wilson Chandler,1.4,2.1,10.0,SF,2017-18,0.6,DEN,5.4,1.2
546,1.1,2.3,.478,1.2,3.1,.373,31,1.6,0.4,3.3,.526,.418,2.2,5.4,.720,0.4,0.5,51,33,23.1,Wilson Chandler,0.9,2.4,6.0,PF-SF,2018-19,0.5,traded,4.2,0.9
547,1.6,3.3,.476,1.3,3.4,.373,30,2.6,0.4,2.3,.519,.424,2.8,6.6,.784,0.9,1.1,65,21,26.6,Garrett Temple,0.5,2.2,7.8,SG,2016-17,1.3,SAC,2.8,1.2
548,1.7,3.8,.442,1.4,3.5,.392,31,1.9,0.4,2.0,.512,.418,3.1,7.3,.769,0.9,1.2,65,35,24.8,Garrett Temple,0.3,2.1,8.4,SG,2017-18,0.9,SAC,2.3,1.2
549,1.6,3.1,.515,1.2,3.5,.341,32,1.4,0.4,2.5,.513,.422,2.8,6.6,.748,1.1,1.4,75,55,27.2,Garrett Temple,0.4,2.7,7.8,SG,2018-19,1.0,traded,2.9,0.9
550,0.7,1.5,.481,0.7,2.6,.261,23,1.2,0.0,1.8,.425,.342,1.4,4.1,.864,1.1,1.2,18,0,11.7,Theo Pinson,0.2,0.8,4.5,SG,2018-19,0.3,BRK,2.0,1.0
551,2.3,3.8,.605,0.1,0.3,.200,24,0.7,0.4,2.3,.586,.580,2.4,4.1,.641,1.3,2.0,20,2,19.9,David Nwaba,0.9,1.8,6.0,SG,2016-17,0.7,LAL,3.2,0.6
552,2.6,5.3,.496,0.3,0.7,.346,25,1.5,0.4,3.4,.499,.478,2.9,6.0,.655,1.9,2.9,70,21,23.5,David Nwaba,1.3,2.3,7.9,SG,2017-18,0.8,CHI,4.7,1.1
553,2.0,3.7,.545,0.5,1.5,.320,26,1.1,0.3,2.4,.527,.481,2.5,5.1,.682,1.1,1.7,51,14,19.3,David Nwaba,0.8,2.1,6.5,SG,2018-19,0.7,CLE,3.2,0.6
554,0.7,1.5,.448,0.5,1.8,.286,20,0.4,0.1,1.7,.438,.359,1.2,3.4,.500,0.2,0.4,19,2,7.7,Henry Ellenson,0.4,0.3,3.2,PF,2016-17,0.1,DET,2.2,0.7
555,0.9,2.3,.384,0.5,1.6,.333,21,0.5,0.0,1.9,.432,.363,1.4,3.8,.862,0.7,0.8,38,0,8.7,Henry Ellenson,0.3,0.6,4.0,PF,2017-18,0.1,DET,2.1,0.5
556,1.2,3.0,.386,0.9,2.0,.447,22,0.8,0.1,3.2,.500,.411,2.1,5.0,.760,1.0,1.3,19,0,13.6,Henry Ellenson,0.3,1.4,6.0,PF,2018-19,0.4,traded,3.5,0.5
557,3.6,7.5,.483,0.0,0.1,.111,23,1.4,1.0,5.0,.478,.477,3.6,7.6,.784,1.9,2.4,81,81,29.0,Michael Kidd-Gilchrist,1.9,2.3,9.2,SF,2016-17,1.0,CHO,7.0,0.7
558,3.8,7.5,.505,0.0,0.0,0,24,1.0,0.4,2.9,.504,.504,3.8,7.6,.684,1.6,2.3,74,74,25.0,Michael Kidd-Gilchrist,1.1,1.9,9.2,SF,2017-18,0.7,CHO,4.1,0.7
559,2.2,4.5,.498,0.3,0.7,.340,25,1.0,0.6,2.5,.500,.476,2.5,5.2,.772,1.5,1.9,64,3,18.4,Michael Kidd-Gilchrist,1.4,2.4,6.7,PF,2018-19,0.5,CHO,3.8,0.7
560,4.1,7.1,.572,0.0,0.0,0,24,1.6,0.9,4.4,.571,.571,4.1,7.1,.679,2.1,3.2,62,58,27.8,Cody Zeller,2.2,3.0,10.3,C,2016-17,1.0,CHO,6.5,1.0
